participant_id,age,gender,education,education_numeric,technical_field,employment,crt_score,need_for_cognition,working_memory,big5_extraversion,big5_agreeableness,big5_conscientiousness,big5_neuroticism,big5_openness,impulsivity_total,sensation_seeking,trust_propensity,risk_taking,state_anxiety,current_stress,fatigue_level,phishing_self_efficacy,perceived_risk,security_attitudes,privacy_concern,phishing_knowledge,technical_expertise,prior_victimization,security_training,years_email_use,daily_email_volume,email_volume_numeric,email_check_frequency,link_click_tendency,social_media_usage,overall_accuracy,phishing_detection_rate,false_positive_rate,phishing_click_rate,report_rate,mean_response_latency,mean_dwell_time,response_latency_sd
P0761,47,Male,Bachelor,3,0,Employed full-time,1,39,6,2.95,3.99,2.99,2.63,3.21,2.6,2.77,3.17,3.14,2.15,1.9,3.01,2.88,3.45,3.08,2.87,1,4,0,1,37,0-10,1,Few times/day,2.92,0.0,0.487,0.469,0.054,0.424,0.265,2754,3812,739
P0762,31,Non-binary,Some college,2,0,Employed part-time,2,58,8,4.2,3.17,3.2,3.38,3.7,2.53,3.75,3.56,2.36,2.46,3.37,3.75,3.47,3.83,2.39,2.65,6,3,2,1,15,0-10,1,Constantly,1.97,1.7,0.671,0.694,0.179,0.221,0.247,3883,5498,1678
P0763,33,Female,Bachelor,3,0,Employed full-time,4,77,11,2.18,2.61,1.71,3.7,3.72,3.48,2.24,3.26,2.61,3.44,2.83,2.66,3.5,2.78,3.42,2.71,7,2,2,0,27,0-10,1,Few times/day,3.35,0.3,0.6,0.625,0.354,0.248,0.117,3907,3987,2330
P0764,33,Male,Some college,2,0,Unemployed,4,46,8,3.57,5.0,4.71,2.04,3.95,2.07,1.56,3.82,2.54,2.76,1.0,5.14,2.67,3.03,4.41,3.64,3,4,2,0,18,11-25,2,Few times/day,1.67,0.5,0.645,0.692,0.144,0.192,0.516,4019,5545,1531
P0765,48,Female,Some college,2,0,Employed full-time,3,53,7,3.06,3.25,3.2,2.58,2.85,2.49,3.53,3.32,2.77,2.2,2.4,2.65,4.19,3.26,3.13,3.04,5,4,3,1,37,11-25,2,Constantly,2.69,0.3,0.624,0.65,0.087,0.25,0.383,3923,5088,1416
P0766,44,Female,Bachelor,3,1,Employed full-time,2,50,4,3.33,2.73,3.08,3.91,4.13,2.64,3.29,3.15,2.96,2.79,1.52,4.91,4.18,3.32,3.29,2.95,4,4,1,0,30,26-50,3,Once daily,3.29,1.5,0.573,0.596,0.164,0.26,0.272,3346,3774,1335
P0767,23,Male,Some college,2,0,Employed part-time,2,55,4,3.26,4.17,3.13,2.14,3.03,2.82,2.31,4.4,2.01,2.08,2.3,3.2,3.25,1.32,3.22,2.27,3,4,2,0,11,26-50,3,Hourly,2.78,0.2,0.355,0.374,0.02,0.415,0.151,2870,3476,1130
P0768,55,Female,Some college,2,1,Self-employed,1,31,7,3.73,3.14,4.48,2.15,4.09,1.81,3.89,3.0,2.93,3.31,3.83,5.39,3.77,2.46,3.33,3.3,4,4,1,1,40,11-25,2,Hourly,2.65,0.6,0.577,0.544,0.196,0.339,0.375,3460,4645,1282
P0769,46,Female,Bachelor,3,0,Employed full-time,4,75,7,2.73,3.85,3.31,3.64,3.69,2.92,2.85,2.86,2.81,2.88,3.45,3.72,3.01,4.0,4.62,3.64,6,3,4,1,33,51-100,4,Few times/day,2.44,1.2,0.637,0.672,0.26,0.189,0.321,3601,4748,2038
P0770,41,Male,Bachelor,3,1,Student,6,51,9,2.53,2.73,2.96,3.88,3.83,2.89,2.41,3.14,3.75,3.74,3.03,3.69,4.63,2.57,2.97,2.42,9,5,3,0,27,26-50,3,Once daily,2.14,0.4,0.84,0.801,0.352,0.04,0.239,3650,4641,1472
P0771,30,Male,Master,4,0,Employed full-time,1,56,5,2.97,4.21,4.56,2.55,4.57,2.34,3.49,3.53,3.36,2.76,1.89,2.6,5.0,3.0,3.4,2.36,4,4,2,0,18,0-10,1,Constantly,3.16,1.2,0.58,0.613,0.148,0.247,0.424,2280,2860,674
P0772,53,Non-binary,Bachelor,3,0,Retired,4,52,5,4.57,3.65,3.2,2.09,3.68,2.87,3.63,3.32,2.9,2.15,2.79,6.1,3.2,3.16,3.87,2.93,5,3,3,1,40,11-25,2,Hourly,3.68,0.8,0.604,0.613,0.096,0.329,0.368,2398,3137,733
P0773,40,Female,High school,1,0,Employed part-time,4,54,6,2.97,3.53,3.41,3.93,3.87,3.18,2.79,3.2,3.07,2.68,3.06,4.69,4.51,2.13,2.86,3.97,5,4,1,1,29,100+,5,Few times/week,3.76,3.9,0.635,0.538,0.152,0.259,0.035,3015,3193,1480
P0774,33,Male,Some college,2,0,Self-employed,4,54,9,3.17,3.54,2.38,4.15,2.38,3.03,2.32,2.55,2.78,3.47,2.74,4.11,3.14,4.46,3.77,3.51,2,3,2,0,22,100+,5,Constantly,2.65,3.2,0.554,0.595,0.271,0.234,0.244,4483,6981,1895
P0775,26,Male,Doctorate,5,0,Student,7,60,9,2.99,2.31,2.34,2.22,3.92,2.62,2.6,2.81,1.73,1.87,1.68,3.79,3.49,3.17,4.33,2.29,4,3,0,1,16,11-25,2,Few times/day,1.22,9.9,0.786,0.737,0.032,0.159,0.445,4286,5338,1593
P0776,38,Male,Bachelor,3,1,Employed full-time,4,54,7,3.08,3.1,2.89,3.02,3.36,3.08,3.34,2.88,2.81,2.41,1.81,2.71,5.0,2.51,3.09,3.23,9,4,1,0,28,11-25,2,Few times/day,2.98,1.5,0.636,0.684,0.135,0.157,0.048,3499,4814,1277
P0777,56,Female,Bachelor,3,1,Employed full-time,2,43,6,3.06,2.78,2.85,2.51,4.4,2.64,2.66,2.77,2.56,2.7,2.48,4.31,3.84,3.72,3.33,3.49,4,5,2,1,40,26-50,3,Hourly,3.63,1.7,0.471,0.407,0.192,0.475,0.327,2435,3756,1109
P0778,35,Female,High school,1,0,Self-employed,4,43,6,1.3,3.16,2.07,4.09,3.53,3.34,2.0,2.89,2.11,2.94,2.53,3.42,4.15,2.96,2.73,2.47,5,3,4,0,22,26-50,3,Hourly,2.09,5.9,0.569,0.678,0.292,0.229,0.113,3454,5078,1163
P0779,25,Prefer not to say,Bachelor,3,0,Student,6,77,13,2.53,4.34,3.21,3.37,3.25,2.46,2.8,3.55,2.61,2.56,2.59,3.57,3.64,3.25,4.27,2.62,6,2,2,1,8,11-25,2,Few times/day,4.11,1.0,0.715,0.678,0.165,0.155,0.46,5465,7351,2120
P0780,34,Male,High school,1,0,Self-employed,0,34,3,4.43,3.73,4.64,2.32,4.02,2.37,4.38,3.41,3.74,2.15,2.65,4.57,2.27,4.33,3.5,4.08,0,1,3,0,22,26-50,3,Once daily,1.36,1.6,0.381,0.448,0.164,0.382,0.394,3350,4299,1535
P0781,34,Female,Bachelor,3,0,Employed full-time,3,40,6,2.44,3.59,2.25,3.78,3.43,3.58,2.84,3.23,2.16,2.59,2.35,3.84,5.0,2.77,3.1,2.57,3,2,4,0,25,11-25,2,Hourly,3.45,1.0,0.446,0.443,0.195,0.388,0.04,2667,3457,908
P0782,40,Female,Master,4,0,Student,5,68,11,3.1,3.47,3.08,4.09,4.18,2.88,3.53,3.68,2.9,3.28,3.23,3.52,3.62,4.11,3.55,4.28,6,4,2,1,26,0-10,1,Hourly,3.62,1.6,0.562,0.548,0.139,0.306,0.172,3063,3233,1536
P0783,30,Male,Doctorate,5,1,Employed full-time,2,67,7,2.68,3.94,2.77,3.29,4.96,2.64,3.38,3.71,2.79,2.74,3.23,5.22,4.2,2.93,3.56,2.32,5,5,1,0,16,26-50,3,Constantly,3.99,0.2,0.526,0.581,0.068,0.286,0.378,2227,2487,599
P0784,32,Male,Bachelor,3,1,Employed full-time,3,44,7,3.4,3.5,3.05,2.73,3.64,2.38,3.63,3.17,3.73,1.81,2.38,2.52,3.47,3.25,3.66,2.34,5,6,2,1,24,100+,5,Few times/day,3.07,3.1,0.659,0.65,0.02,0.24,0.35,3033,4052,1222
P0785,25,Non-binary,Bachelor,3,1,Employed full-time,3,67,9,2.65,3.5,3.29,2.5,3.8,2.53,3.93,2.77,2.84,2.14,2.56,1.51,4.58,3.44,3.17,3.42,4,5,1,0,18,0-10,1,Hourly,2.48,8.4,0.609,0.611,0.119,0.285,0.214,3036,3774,1232
P0786,45,Female,Master,4,0,Student,6,84,9,2.35,3.22,2.84,3.54,4.39,3.04,2.82,3.33,2.48,2.64,2.79,2.54,4.29,2.92,3.27,2.91,4,4,2,0,30,26-50,3,Once daily,3.13,0.1,0.773,0.8,0.121,0.155,0.182,4617,4964,1062
P0787,31,Female,Bachelor,3,1,Student,4,45,8,5.0,3.45,3.15,2.08,4.14,2.13,3.9,3.05,3.35,2.01,2.0,3.68,2.93,2.39,3.23,2.77,5,6,1,0,27,11-25,2,Constantly,2.16,3.2,0.687,0.693,0.131,0.155,0.348,3281,4407,1117
P0788,29,Female,High school,1,1,Self-employed,1,45,8,3.97,5.0,5.0,1.91,5.0,1.17,3.88,3.77,4.15,2.41,2.53,4.33,4.08,3.56,3.54,3.46,3,3,0,0,18,11-25,2,Few times/day,1.09,0.6,0.648,0.673,0.153,0.231,0.523,3170,4480,1419
P0789,52,Male,Bachelor,3,0,Student,5,62,8,2.55,4.28,3.74,1.62,3.47,2.12,3.09,2.98,3.1,1.65,2.75,2.61,4.36,4.1,4.65,3.03,7,2,0,0,40,51-100,4,Hourly,2.45,0.4,0.826,0.77,0.02,0.168,0.568,3878,5719,1327
P0790,56,Female,Some college,2,0,Student,2,68,8,3.47,2.52,3.19,1.9,3.92,2.7,3.35,2.96,2.56,3.44,2.74,7.0,4.5,3.7,3.02,2.72,2,4,2,1,40,26-50,3,Constantly,3.15,2.4,0.451,0.516,0.214,0.314,0.357,3385,4670,1282
P0791,45,Female,Bachelor,3,1,Employed full-time,5,59,10,2.14,4.35,3.51,2.84,3.85,2.49,2.52,4.66,2.63,3.2,2.34,3.72,4.56,3.68,2.7,3.84,6,4,1,1,34,26-50,3,Constantly,3.85,0.1,0.518,0.546,0.212,0.386,0.102,3971,4786,1459
P0792,58,Female,Bachelor,3,0,Employed full-time,7,64,10,2.56,3.4,2.59,3.73,3.05,2.96,2.69,2.95,2.07,3.58,2.7,3.68,4.36,2.83,4.51,3.57,5,4,3,1,40,11-25,2,Hourly,2.55,1.2,0.72,0.734,0.327,0.183,0.251,4505,6318,2152
P0793,53,Prefer not to say,Bachelor,3,0,Employed part-time,1,40,9,2.24,3.7,3.03,3.42,3.22,2.38,3.85,3.55,3.21,2.27,2.36,1.95,3.26,3.75,2.96,3.61,6,4,2,0,38,0-10,1,Hourly,3.87,0.0,0.538,0.575,0.065,0.318,0.354,2941,3947,1257
P0794,38,Female,Some college,2,0,Employed full-time,1,51,5,1.75,3.47,4.58,2.38,2.38,1.67,2.36,3.72,2.98,1.33,2.51,1.77,2.73,3.49,4.25,3.39,2,4,2,0,31,26-50,3,Constantly,2.52,1.6,0.636,0.697,0.032,0.194,0.621,1810,2101,658
P0795,27,Male,Some college,2,0,Employed part-time,4,49,9,2.98,3.9,4.13,2.39,2.56,2.41,1.74,3.16,1.2,2.16,1.8,1.36,3.48,3.89,4.34,2.92,3,5,2,0,15,11-25,2,Constantly,3.09,1.2,0.698,0.719,0.171,0.185,0.564,2945,3405,1009
P0796,34,Female,Bachelor,3,0,Employed full-time,2,37,5,2.44,3.55,4.38,2.04,3.72,1.46,2.66,2.21,2.04,2.32,1.43,5.15,2.74,3.28,3.71,2.61,2,2,0,1,20,0-10,1,Hourly,2.73,4.9,0.601,0.553,0.175,0.327,0.65,4697,6704,2204
P0797,31,Male,Master,4,1,Student,3,49,6,4.19,4.25,3.4,1.71,4.37,2.89,3.69,3.82,3.38,1.95,2.15,4.95,3.44,3.68,4.2,3.11,2,5,3,0,16,26-50,3,Hourly,3.11,2.5,0.487,0.484,0.073,0.306,0.383,3362,4528,1383
P0798,47,Male,Bachelor,3,1,Student,2,40,5,2.51,3.34,2.5,3.22,2.38,3.01,2.4,3.17,2.23,2.43,2.43,3.5,3.35,2.81,2.14,2.82,6,3,2,0,37,0-10,1,Once daily,2.9,0.3,0.481,0.52,0.201,0.365,0.02,2148,2875,1032
P0799,36,Male,Some college,2,0,Employed full-time,2,57,8,1.85,3.1,3.32,2.31,2.47,1.85,2.23,3.17,2.35,1.44,2.84,2.04,2.99,3.76,2.69,3.44,4,5,0,0,25,11-25,2,Few times/day,3.66,0.9,0.559,0.595,0.054,0.234,0.348,2192,2870,985
P0800,23,Male,Master,4,0,Employed full-time,6,59,5,3.22,3.59,2.48,3.41,3.49,3.21,3.21,3.27,2.88,2.44,1.12,3.17,4.1,2.19,3.58,3.0,5,4,3,0,8,51-100,4,Few times/day,1.86,5.4,0.702,0.631,0.201,0.294,0.153,3872,5383,774
P0801,35,Female,Master,4,0,Employed part-time,3,56,9,3.25,4.07,3.57,3.82,2.52,2.81,3.03,3.93,2.0,2.83,2.8,5.21,2.98,2.93,3.23,3.48,6,4,0,0,23,0-10,1,Few times/day,3.11,2.6,0.448,0.431,0.089,0.387,0.249,4235,5180,2057
P0802,30,Female,Some college,2,0,Employed full-time,5,62,9,2.06,4.21,2.69,3.6,3.75,2.82,2.87,3.47,2.9,2.61,2.32,2.9,5.0,2.64,3.07,3.32,5,3,1,0,19,26-50,3,Hourly,1.68,1.8,0.56,0.63,0.146,0.341,0.128,3889,4981,1594
P0803,39,Female,High school,1,0,Employed full-time,4,49,9,1.62,3.37,3.76,2.82,3.66,2.69,3.03,4.06,1.93,2.27,2.75,2.42,4.43,5.0,4.28,4.99,4,3,3,0,26,100+,5,Once daily,1.8,1.6,0.6,0.709,0.134,0.243,0.414,3509,4953,1472
P0804,52,Female,Bachelor,3,0,Student,7,69,12,2.59,3.13,3.16,3.26,4.35,2.48,2.36,3.34,2.52,2.31,2.24,3.04,4.67,3.72,3.93,2.59,6,4,2,0,40,11-25,2,Few times/week,2.79,1.0,0.768,0.67,0.095,0.271,0.422,3876,5060,928
P0805,26,Male,Master,4,0,Student,6,59,9,3.24,3.32,4.4,3.16,3.6,2.38,2.98,3.56,2.59,3.47,2.26,3.15,3.25,2.33,4.07,3.14,4,5,2,1,14,11-25,2,Few times/day,2.47,1.8,0.607,0.629,0.221,0.266,0.425,4978,5911,1797
P0806,56,Female,Doctorate,5,0,Employed full-time,6,68,8,2.43,4.33,2.61,2.99,3.74,2.86,3.08,3.56,3.94,2.94,3.01,4.39,3.98,2.11,3.35,2.43,7,5,1,1,40,26-50,3,Few times/day,4.46,3.0,0.636,0.643,0.186,0.29,0.25,3682,4406,1489
P0807,40,Male,Master,4,0,Employed full-time,4,48,8,2.62,3.42,3.23,2.09,2.43,2.31,2.65,3.3,2.51,2.67,2.89,1.0,3.02,1.8,3.39,2.7,4,4,3,1,25,26-50,3,Few times/day,2.58,0.3,0.549,0.617,0.086,0.298,0.385,4560,5958,1355
P0808,47,Male,Bachelor,3,0,Employed full-time,6,47,9,2.0,4.36,2.84,3.14,3.18,3.3,2.21,2.86,2.44,2.79,2.4,3.7,3.87,2.29,4.33,2.69,5,3,3,0,36,26-50,3,Constantly,3.78,7.0,0.596,0.631,0.232,0.181,0.203,3944,3944,1996
P0809,32,Female,Bachelor,3,0,Student,1,51,8,2.02,2.66,3.96,2.96,3.98,2.65,2.53,2.61,2.69,1.92,2.19,2.66,2.43,2.52,2.6,3.73,5,4,3,0,14,11-25,2,Hourly,2.74,0.5,0.588,0.641,0.037,0.216,0.185,2512,3925,1154
P0810,38,Male,High school,1,1,Employed full-time,0,37,3,3.97,2.88,3.93,2.77,4.14,1.87,3.1,3.4,3.16,2.85,3.13,2.86,4.55,2.42,3.03,2.21,8,5,1,1,30,0-10,1,Few times/day,1.79,1.2,0.574,0.474,0.246,0.331,0.358,2610,3324,960
P0811,55,Male,Some college,2,0,Self-employed,5,70,10,3.1,3.02,3.62,3.15,3.97,2.62,3.66,2.97,3.11,3.32,3.27,4.41,3.27,2.83,2.96,3.91,3,3,2,0,40,0-10,1,Once daily,1.55,0.0,0.551,0.568,0.197,0.271,0.302,3895,5347,2123
P0812,54,Female,Bachelor,3,1,Employed full-time,7,63,9,2.18,3.95,3.15,1.56,3.9,3.01,1.9,2.93,1.64,2.7,2.59,1.94,4.32,3.87,4.73,3.74,5,4,1,0,39,26-50,3,Hourly,1.95,1.6,0.758,0.699,0.242,0.201,0.432,3715,5184,1595
P0813,40,Female,Bachelor,3,0,Employed full-time,2,36,7,3.63,3.63,3.48,1.55,4.72,2.68,2.94,2.97,2.8,2.27,1.65,3.72,3.94,3.04,4.77,4.65,3,3,3,1,24,11-25,2,Hourly,3.03,1.0,0.6,0.566,0.101,0.324,0.391,2910,3893,1483
P0814,36,Male,Bachelor,3,0,Retired,4,52,10,2.9,3.17,3.54,2.8,3.73,2.11,3.23,2.78,1.96,2.5,1.91,4.08,3.31,3.77,3.71,4.77,4,3,2,1,28,51-100,4,Few times/day,3.68,0.6,0.722,0.653,0.132,0.29,0.462,4561,4994,1526
P0815,43,Non-binary,Bachelor,3,1,Employed full-time,5,55,10,4.73,5.0,4.66,1.0,3.13,2.13,3.75,3.83,3.66,1.73,2.6,4.2,3.53,2.35,3.8,2.45,8,4,0,1,31,26-50,3,Few times/day,2.18,8.5,0.792,0.785,0.02,0.175,0.523,4099,4672,1796
P0816,42,Female,Some college,2,0,Employed full-time,3,55,8,4.49,2.86,3.59,1.86,4.06,2.54,2.9,2.59,4.43,2.35,2.36,4.35,3.57,2.89,3.33,4.09,5,3,2,1,30,0-10,1,Few times/week,3.25,1.1,0.619,0.643,0.195,0.3,0.307,3119,3357,1582
P0817,58,Female,Bachelor,3,0,Student,6,82,9,3.43,3.87,3.31,3.12,3.13,2.23,3.34,3.96,3.11,1.84,1.82,4.19,4.35,2.45,3.45,3.06,4,4,1,1,40,11-25,2,Few times/day,2.76,1.1,0.712,0.737,0.02,0.142,0.324,2881,4218,1425
P0818,31,Male,High school,1,0,Employed full-time,1,42,8,2.63,2.97,2.84,2.24,4.85,2.69,3.36,3.07,3.08,2.58,2.09,4.36,3.54,3.55,3.51,3.61,5,3,2,1,15,11-25,2,Few times/day,2.08,1.2,0.552,0.549,0.189,0.295,0.184,2485,2655,1194
P0819,31,Female,Bachelor,3,0,Student,2,41,8,2.38,2.84,2.87,2.2,1.98,2.76,2.56,2.34,1.71,2.01,2.08,2.44,4.09,3.06,2.62,4.5,7,3,1,0,21,26-50,3,Hourly,2.93,0.2,0.599,0.678,0.187,0.215,0.02,2837,3405,1417
P0820,36,Female,Master,4,1,Retired,5,77,10,2.76,3.46,2.97,2.16,3.81,2.15,3.03,3.84,2.36,3.31,2.21,5.14,4.69,4.62,4.26,3.06,6,5,0,1,25,51-100,4,Constantly,3.94,1.0,0.582,0.548,0.109,0.289,0.558,4422,6615,2309
P0821,28,Female,Bachelor,3,0,Employed part-time,2,50,5,2.92,3.42,3.51,1.13,3.82,2.33,3.27,3.15,3.36,1.64,1.46,2.08,3.5,2.66,2.75,3.13,5,3,1,1,16,0-10,1,Few times/day,2.68,0.8,0.608,0.546,0.046,0.273,0.129,3812,4309,821
P0822,45,Female,Doctorate,5,0,Employed part-time,4,58,7,3.79,3.34,2.76,2.83,3.94,3.65,3.63,3.35,2.49,2.61,3.08,3.94,3.63,2.37,3.19,1.88,1,5,2,0,26,11-25,2,Hourly,3.8,1.3,0.525,0.557,0.086,0.326,0.02,3286,4345,1202
P0823,24,Male,Some college,2,0,Employed part-time,3,57,5,2.87,2.89,2.86,4.15,4.53,3.52,3.5,3.08,2.65,3.16,3.16,2.68,3.71,3.44,3.42,4.23,3,5,3,0,14,11-25,2,Constantly,3.33,3.9,0.492,0.484,0.186,0.333,0.11,3089,4367,805
P0824,60,Male,Bachelor,3,0,Employed full-time,1,34,8,3.35,4.35,2.77,3.09,3.67,2.89,3.29,3.74,3.27,2.29,3.7,1.44,4.42,3.06,2.91,4.88,4,3,0,0,40,11-25,2,Hourly,3.27,0.4,0.447,0.507,0.025,0.378,0.179,2228,2876,583
P0825,44,Male,Some college,2,1,Employed full-time,3,42,10,2.43,3.77,3.34,2.09,2.97,2.26,2.58,3.18,2.91,2.42,2.85,2.82,3.77,3.6,3.89,3.79,6,4,4,1,32,26-50,3,Hourly,2.15,1.9,0.737,0.693,0.044,0.166,0.517,3573,4728,1280
P0826,49,Male,Bachelor,3,1,Self-employed,4,49,9,3.45,4.23,2.99,2.93,4.23,2.82,3.33,3.66,2.96,2.73,2.47,3.36,4.78,3.15,3.16,4.36,6,4,1,1,40,26-50,3,Constantly,3.36,0.1,0.714,0.678,0.145,0.26,0.228,3677,5074,1344
P0827,22,Female,Master,4,0,Retired,7,63,13,4.16,3.38,4.47,2.86,3.6,1.7,3.54,3.09,3.29,3.03,3.28,5.16,3.94,3.09,4.22,4.18,4,4,1,0,13,11-25,2,Few times/day,1.48,0.8,0.858,0.797,0.143,0.151,0.526,5836,9150,2969
P0828,48,Male,Bachelor,3,0,Employed full-time,1,37,5,1.8,3.17,4.66,2.19,1.57,1.65,2.39,3.22,2.38,2.6,2.35,5.68,3.07,2.67,2.73,2.72,6,3,2,0,37,26-50,3,Few times/week,2.76,1.3,0.591,0.565,0.182,0.313,0.343,3145,3647,958
P0829,44,Non-binary,Master,4,1,Unemployed,2,68,8,1.55,2.98,2.48,3.0,3.63,2.23,3.5,2.91,2.19,2.69,3.85,3.34,3.94,2.98,3.3,3.61,5,3,1,1,27,11-25,2,Constantly,3.59,0.2,0.619,0.626,0.275,0.272,0.208,3949,4873,1636
P0830,45,Female,Some college,2,0,Employed full-time,2,50,6,1.93,3.88,3.33,2.08,3.96,2.52,3.02,3.25,2.6,1.79,1.76,1.83,2.89,1.98,2.67,3.41,3,3,3,1,29,11-25,2,Few times/day,4.08,1.6,0.564,0.592,0.13,0.283,0.307,3130,4366,1651
P0831,38,Male,Master,4,0,Employed full-time,5,66,10,3.26,2.76,3.62,3.27,3.41,2.39,3.24,2.28,3.07,2.32,2.68,1.93,2.89,4.16,4.42,2.83,6,4,3,0,24,11-25,2,Hourly,1.81,0.7,0.795,0.739,0.145,0.18,0.515,3541,4498,1373
P0832,49,Male,High school,1,0,Employed full-time,2,52,5,2.25,2.24,3.26,3.36,3.63,2.9,3.37,2.67,2.81,3.56,2.32,4.43,4.1,4.22,3.41,4.68,6,4,3,0,36,26-50,3,Constantly,3.12,9.9,0.543,0.503,0.275,0.337,0.238,3920,4766,2180
P0833,30,Female,Master,4,0,Student,3,61,9,3.05,3.38,2.56,4.12,2.95,3.19,3.04,3.25,1.85,3.12,2.59,4.35,4.25,3.95,3.25,3.35,5,5,2,0,21,11-25,2,Few times/day,2.55,2.0,0.567,0.607,0.269,0.287,0.255,1969,2864,492
P0834,45,Non-binary,Some college,2,1,Student,1,33,5,3.03,3.9,4.14,2.65,4.2,1.78,2.68,4.15,3.41,3.46,2.25,2.77,3.87,2.83,3.15,3.16,4,4,1,0,34,11-25,2,Few times/day,2.88,0.6,0.539,0.578,0.207,0.318,0.479,4894,4894,1625
P0835,25,Male,Some college,2,1,Student,3,45,4,3.03,2.24,2.39,3.17,2.89,3.08,2.45,2.87,1.98,2.26,3.11,2.09,3.98,2.7,3.27,3.16,8,4,2,1,13,0-10,1,Few times/day,4.26,0.2,0.538,0.593,0.141,0.267,0.207,3394,4986,1776
P0836,26,Male,Bachelor,3,0,Employed full-time,3,62,7,3.88,3.34,3.61,3.4,3.84,2.28,4.32,2.84,3.59,3.84,2.88,4.69,3.3,3.6,3.8,3.57,5,3,2,0,16,11-25,2,Few times/day,3.25,0.1,0.595,0.553,0.294,0.368,0.38,4198,6457,1451
P0837,60,Female,Master,4,0,Employed full-time,0,47,8,2.43,3.08,3.79,3.4,4.25,3.06,2.66,2.6,2.7,2.3,1.0,2.03,3.68,2.44,3.52,5.0,1,2,1,0,40,0-10,1,Once daily,2.39,0.2,0.45,0.441,0.178,0.376,0.204,2128,2700,810
P0838,31,Female,High school,1,0,Employed full-time,1,40,6,1.78,3.11,3.14,3.98,2.66,2.57,2.59,3.15,2.18,2.8,2.77,2.97,4.95,4.11,3.33,3.3,4,2,3,1,21,11-25,2,Few times/day,2.31,2.3,0.46,0.532,0.238,0.3,0.15,3199,3527,1707
P0839,28,Male,Some college,2,0,Retired,5,65,8,1.52,5.0,3.5,3.03,4.84,2.34,2.39,3.53,2.39,2.82,1.85,4.07,4.33,1.3,3.12,1.97,4,2,2,0,17,11-25,2,Once daily,2.83,3.9,0.673,0.717,0.129,0.192,0.37,4040,5359,1830
P0840,55,Female,Master,4,0,Employed full-time,3,72,9,4.0,3.62,4.69,1.35,3.16,1.26,3.88,3.02,2.98,2.37,1.58,1.1,3.66,2.84,1.61,3.26,5,3,0,1,40,11-25,2,Few times/day,2.39,0.3,0.737,0.706,0.17,0.175,0.276,4215,5783,1131
P0841,55,Male,Some college,2,1,Employed full-time,3,40,7,2.09,3.33,3.16,3.14,3.67,2.28,2.49,2.82,3.48,2.98,3.19,4.64,3.88,2.35,3.08,2.67,7,3,0,0,40,11-25,2,Once daily,2.72,1.0,0.622,0.581,0.253,0.312,0.376,4279,4509,1922
P0842,34,Male,Some college,2,0,Student,3,33,7,3.87,2.51,4.96,3.19,3.08,1.93,3.21,2.65,2.89,1.74,1.46,6.36,3.37,4.2,4.39,3.35,4,4,0,0,22,26-50,3,Hourly,1.43,0.9,0.833,0.773,0.06,0.153,0.585,2985,3917,1025
P0843,68,Male,Bachelor,3,0,Student,4,65,9,3.53,4.13,3.39,1.78,4.24,1.83,3.29,3.78,3.46,1.79,1.12,3.64,2.75,4.06,3.94,3.87,4,4,2,0,40,26-50,3,Constantly,4.11,2.1,0.619,0.578,0.02,0.325,0.496,4164,6630,1501
P0844,33,Male,Some college,2,0,Employed part-time,5,64,6,3.92,3.59,3.49,2.56,4.16,2.34,3.77,2.41,2.75,1.84,1.1,3.46,3.35,3.65,2.89,2.69,3,2,1,0,19,26-50,3,Hourly,4.02,0.4,0.599,0.649,0.072,0.243,0.323,3800,5659,1491
P0845,54,Male,Master,4,0,Employed full-time,2,53,9,2.84,3.64,3.85,3.54,3.22,2.62,2.93,3.81,3.09,2.15,2.22,3.55,4.18,4.73,3.48,3.53,4,2,1,0,40,0-10,1,Few times/day,3.32,6.1,0.544,0.598,0.098,0.278,0.214,3646,5026,1289
P0846,43,Female,Master,4,0,Employed part-time,5,59,11,3.0,2.73,2.98,2.76,2.56,2.52,3.16,2.79,2.51,2.48,1.28,3.77,3.12,3.21,3.26,3.6,6,3,2,0,29,0-10,1,Constantly,2.1,2.6,0.782,0.769,0.129,0.146,0.151,4625,6296,2031
P0847,34,Male,Bachelor,3,1,Student,4,53,9,3.31,2.76,4.11,3.78,3.85,1.62,3.53,2.63,2.4,1.9,1.51,2.62,3.87,3.71,4.27,3.07,5,4,0,1,20,11-25,2,Few times/week,1.92,6.2,0.8,0.746,0.085,0.211,0.558,3408,4450,1125
P0848,50,Male,Doctorate,5,0,Employed full-time,3,40,6,4.17,4.54,3.38,2.16,2.54,2.84,3.25,4.02,2.55,2.72,2.02,2.15,2.87,1.92,3.85,3.04,2,4,4,0,38,11-25,2,Few times/day,2.45,0.6,0.44,0.43,0.16,0.389,0.32,2089,2762,886
P0849,25,Male,Bachelor,3,1,Employed full-time,1,64,7,4.1,3.31,5.0,1.0,3.69,1.51,3.76,3.04,2.9,2.09,1.88,3.08,4.57,2.94,3.0,3.33,7,4,0,0,16,0-10,1,Few times/day,1.7,1.8,0.612,0.589,0.083,0.298,0.494,3410,4384,1570
P0850,41,Non-binary,High school,1,0,Student,6,53,11,2.98,3.28,3.26,2.34,2.71,2.55,3.09,2.68,2.89,3.1,1.74,3.68,2.82,3.29,3.54,3.28,6,4,3,1,30,11-25,2,Few times/day,2.25,2.6,0.686,0.639,0.226,0.295,0.306,4445,5914,1754
